Energy (keV),Counts
5.152500e+02,0.000000e+00
5.167500e+02,0.000000e+00
5.182500e+02,0.000000e+00
5.197500e+02,0.000000e+00
5.212500e+02,0.000000e+00
5.227500e+02,0.000000e+00
5.242500e+02,0.000000e+00
5.257500e+02,0.000000e+00
5.272500e+02,0.000000e+00
5.287500e+02,0.000000e+00
5.302500e+02,0.000000e+00
5.317500e+02,0.000000e+00
5.332500e+02,0.000000e+00
5.347500e+02,0.000000e+00
5.362500e+02,0.000000e+00
5.377500e+02,0.000000e+00
5.392500e+02,0.000000e+00
5.407500e+02,0.000000e+00
5.422500e+02,0.000000e+00
5.437500e+02,0.000000e+00
5.452500e+02,0.000000e+00
5.467500e+02,0.000000e+00
5.482500e+02,0.000000e+00
5.497500e+02,0.000000e+00
5.512500e+02,0.000000e+00
5.527500e+02,0.000000e+00
5.542500e+02,0.000000e+00
5.557500e+02,0.000000e+00
5.572500e+02,0.000000e+00
5.587500e+02,0.000000e+00
5.602500e+02,0.000000e+00
5.617500e+02,0.000000e+00
5.632500e+02,0.000000e+00
5.647500e+02,0.000000e+00
5.662500e+02,0.000000e+00
5.677500e+02,0.000000e+00
5.692500e+02,0.000000e+00
5.707500e+02,0.000000e+00
5.722500e+02,0.000000e+00
5.737500e+02,0.000000e+00
5.752500e+02,0.000000e+00
5.767500e+02,0.000000e+00
5.782500e+02,0.000000e+00
5.797500e+02,0.000000e+00
5.812500e+02,0.000000e+00
5.827500e+02,0.000000e+00
5.842500e+02,0.000000e+00
5.857500e+02,0.000000e+00
5.872500e+02,0.000000e+00
5.887500e+02,0.000000e+00
5.902500e+02,0.000000e+00
5.917500e+02,0.000000e+00
5.932500e+02,0.000000e+00
5.947500e+02,0.000000e+00
5.962500e+02,0.000000e+00
5.977500e+02,0.000000e+00
5.992500e+02,0.000000e+00
6.007500e+02,0.000000e+00
6.022500e+02,0.000000e+00
6.037500e+02,0.000000e+00
6.052500e+02,0.000000e+00
6.067500e+02,0.000000e+00
6.082500e+02,0.000000e+00
6.097500e+02,0.000000e+00
6.112500e+02,0.000000e+00
6.127500e+02,0.000000e+00
6.142500e+02,0.000000e+00
6.157500e+02,0.000000e+00
6.172500e+02,0.000000e+00
6.187500e+02,0.000000e+00
6.202500e+02,0.000000e+00
6.217500e+02,0.000000e+00
6.232500e+02,0.000000e+00
6.247500e+02,0.000000e+00
6.262500e+02,0.000000e+00
6.277500e+02,0.000000e+00
6.292500e+02,0.000000e+00
6.307500e+02,0.000000e+00
6.322500e+02,0.000000e+00
6.337500e+02,0.000000e+00
6.352500e+02,0.000000e+00
6.367500e+02,0.000000e+00
6.382500e+02,0.000000e+00
6.397500e+02,0.000000e+00
6.412500e+02,0.000000e+00
6.427500e+02,0.000000e+00
6.442500e+02,0.000000e+00
6.457500e+02,0.000000e+00
6.472500e+02,0.000000e+00
6.487500e+02,0.000000e+00
6.502500e+02,0.000000e+00
6.517500e+02,0.000000e+00
6.532500e+02,0.000000e+00
6.547500e+02,0.000000e+00
6.562500e+02,0.000000e+00
6.577500e+02,0.000000e+00
6.592500e+02,0.000000e+00
6.607500e+02,0.000000e+00
6.622500e+02,0.000000e+00
6.637500e+02,0.000000e+00
6.652500e+02,0.000000e+00
6.667500e+02,0.000000e+00
6.682500e+02,0.000000e+00
6.697500e+02,0.000000e+00
6.712500e+02,0.000000e+00
6.727500e+02,0.000000e+00
6.742500e+02,0.000000e+00
6.757500e+02,0.000000e+00
6.772500e+02,0.000000e+00
6.787500e+02,0.000000e+00
6.802500e+02,0.000000e+00
6.817500e+02,0.000000e+00
6.832500e+02,0.000000e+00
6.847500e+02,0.000000e+00
6.862500e+02,0.000000e+00
6.877500e+02,0.000000e+00
6.892500e+02,0.000000e+00
6.907500e+02,0.000000e+00
6.922500e+02,0.000000e+00
6.937500e+02,0.000000e+00
6.952500e+02,0.000000e+00
6.967500e+02,0.000000e+00
6.982500e+02,0.000000e+00
6.997500e+02,0.000000e+00
7.012500e+02,0.000000e+00
7.027500e+02,0.000000e+00
7.042500e+02,0.000000e+00
7.057500e+02,0.000000e+00
7.072500e+02,0.000000e+00
7.087500e+02,0.000000e+00
7.102500e+02,0.000000e+00
7.117500e+02,0.000000e+00
7.132500e+02,0.000000e+00
7.147500e+02,0.000000e+00
7.162500e+02,0.000000e+00
7.177500e+02,0.000000e+00
7.192500e+02,0.000000e+00
7.207500e+02,0.000000e+00
7.222500e+02,0.000000e+00
7.237500e+02,0.000000e+00
7.252500e+02,0.000000e+00
7.267500e+02,0.000000e+00
7.282500e+02,0.000000e+00
7.297500e+02,0.000000e+00
7.312500e+02,0.000000e+00
7.327500e+02,0.000000e+00
7.342500e+02,0.000000e+00
7.357500e+02,0.000000e+00
7.372500e+02,0.000000e+00
7.387500e+02,0.000000e+00
7.402500e+02,0.000000e+00
7.417500e+02,0.000000e+00
7.432500e+02,0.000000e+00
7.447500e+02,0.000000e+00
7.462500e+02,0.000000e+00
7.477500e+02,0.000000e+00
7.492500e+02,0.000000e+00
7.507500e+02,0.000000e+00
7.522500e+02,0.000000e+00
7.537500e+02,0.000000e+00
7.552500e+02,0.000000e+00
7.567500e+02,0.000000e+00
7.582500e+02,0.000000e+00
7.597500e+02,0.000000e+00
7.612500e+02,0.000000e+00
7.627500e+02,0.000000e+00
7.642500e+02,0.000000e+00
7.657500e+02,0.000000e+00
7.672500e+02,0.000000e+00
7.687500e+02,0.000000e+00
7.702500e+02,0.000000e+00
7.717500e+02,0.000000e+00
7.732500e+02,0.000000e+00
7.747500e+02,0.000000e+00
7.762500e+02,0.000000e+00
7.777500e+02,0.000000e+00
7.792500e+02,0.000000e+00
7.807500e+02,0.000000e+00
7.822500e+02,0.000000e+00
7.837500e+02,0.000000e+00
7.852500e+02,0.000000e+00
7.867500e+02,0.000000e+00
7.882500e+02,0.000000e+00
7.897500e+02,0.000000e+00
7.912500e+02,0.000000e+00
7.927500e+02,0.000000e+00
7.942500e+02,0.000000e+00
7.957500e+02,0.000000e+00
7.972500e+02,0.000000e+00
7.987500e+02,0.000000e+00
8.002500e+02,0.000000e+00
8.017500e+02,0.000000e+00
8.032500e+02,0.000000e+00
8.047500e+02,0.000000e+00
8.062500e+02,0.000000e+00
8.077500e+02,0.000000e+00
8.092500e+02,0.000000e+00
8.107500e+02,0.000000e+00
8.122500e+02,0.000000e+00
8.137500e+02,0.000000e+00
8.152500e+02,0.000000e+00
8.167500e+02,0.000000e+00
8.182500e+02,0.000000e+00
8.197500e+02,0.000000e+00
8.212500e+02,0.000000e+00
8.227500e+02,0.000000e+00
8.242500e+02,0.000000e+00
8.257500e+02,7.600000e-05
8.272500e+02,0.000000e+00
8.287500e+02,0.000000e+00
8.302500e+02,0.000000e+00
8.317500e+02,0.000000e+00
8.332500e+02,0.000000e+00
8.347500e+02,0.000000e+00
8.362500e+02,0.000000e+00
8.377500e+02,0.000000e+00
8.392500e+02,0.000000e+00
8.407500e+02,0.000000e+00
8.422500e+02,0.000000e+00
8.437500e+02,0.000000e+00
8.452500e+02,0.000000e+00
8.467500e+02,0.000000e+00
8.482500e+02,0.000000e+00
8.497500e+02,0.000000e+00
8.512500e+02,0.000000e+00
8.527500e+02,0.000000e+00
8.542500e+02,0.000000e+00
8.557500e+02,0.000000e+00
8.572500e+02,0.000000e+00
8.587500e+02,0.000000e+00
8.602500e+02,0.000000e+00
8.617500e+02,0.000000e+00
8.632500e+02,0.000000e+00
8.647500e+02,0.000000e+00
8.662500e+02,0.000000e+00
8.677500e+02,0.000000e+00
8.692500e+02,0.000000e+00
8.707500e+02,0.000000e+00
8.722500e+02,0.000000e+00
8.737500e+02,0.000000e+00
8.752500e+02,0.000000e+00
8.767500e+02,0.000000e+00
8.782500e+02,0.000000e+00
8.797500e+02,0.000000e+00
8.812500e+02,0.000000e+00
8.827500e+02,0.000000e+00
8.842500e+02,0.000000e+00
8.857500e+02,0.000000e+00
8.872500e+02,0.000000e+00
8.887500e+02,0.000000e+00
8.902500e+02,0.000000e+00
8.917500e+02,0.000000e+00
8.932500e+02,0.000000e+00
8.947500e+02,0.000000e+00
8.962500e+02,0.000000e+00
8.977500e+02,0.000000e+00
8.992500e+02,0.000000e+00
9.007500e+02,0.000000e+00
9.022500e+02,0.000000e+00
9.037500e+02,0.000000e+00
9.052500e+02,0.000000e+00
9.067500e+02,0.000000e+00
9.082500e+02,0.000000e+00
9.097500e+02,0.000000e+00
9.112500e+02,0.000000e+00
9.127500e+02,0.000000e+00
9.142500e+02,0.000000e+00
9.157500e+02,0.000000e+00
9.172500e+02,0.000000e+00
9.187500e+02,0.000000e+00
9.202500e+02,0.000000e+00
9.217500e+02,0.000000e+00
9.232500e+02,0.000000e+00
9.247500e+02,0.000000e+00
9.262500e+02,0.000000e+00
9.277500e+02,0.000000e+00
9.292500e+02,0.000000e+00
9.307500e+02,0.000000e+00
9.322500e+02,0.000000e+00
9.337500e+02,0.000000e+00
9.352500e+02,0.000000e+00
9.367500e+02,0.000000e+00
9.382500e+02,0.000000e+00
9.397500e+02,0.000000e+00
9.412500e+02,0.000000e+00
9.427500e+02,0.000000e+00
9.442500e+02,0.000000e+00
9.457500e+02,0.000000e+00
9.472500e+02,0.000000e+00
9.487500e+02,0.000000e+00
9.502500e+02,0.000000e+00
9.517500e+02,0.000000e+00
9.532500e+02,0.000000e+00
9.547500e+02,0.000000e+00
9.562500e+02,0.000000e+00
9.577500e+02,0.000000e+00
9.592500e+02,0.000000e+00
9.607500e+02,0.000000e+00
9.622500e+02,0.000000e+00
9.637500e+02,0.000000e+00
9.652500e+02,0.000000e+00
9.667500e+02,0.000000e+00
9.682500e+02,0.000000e+00
9.697500e+02,0.000000e+00
9.712500e+02,0.000000e+00
9.727500e+02,0.000000e+00
9.742500e+02,0.000000e+00
9.757500e+02,0.000000e+00
9.772500e+02,0.000000e+00
9.787500e+02,0.000000e+00
9.802500e+02,0.000000e+00
9.817500e+02,0.000000e+00
9.832500e+02,0.000000e+00
9.847500e+02,0.000000e+00
9.862500e+02,0.000000e+00
9.877500e+02,0.000000e+00
9.892500e+02,0.000000e+00
9.907500e+02,0.000000e+00
9.922500e+02,0.000000e+00
9.937500e+02,0.000000e+00
9.952500e+02,0.000000e+00
9.967500e+02,0.000000e+00
9.982500e+02,0.000000e+00
9.997500e+02,0.000000e+00
1.001250e+03,0.000000e+00
1.002750e+03,0.000000e+00
1.004250e+03,0.000000e+00
1.005750e+03,0.000000e+00
1.007250e+03,0.000000e+00
1.008750e+03,0.000000e+00
1.010250e+03,0.000000e+00
1.011750e+03,0.000000e+00
1.013250e+03,0.000000e+00
1.014750e+03,0.000000e+00
1.016250e+03,0.000000e+00
1.017750e+03,0.000000e+00
1.019250e+03,0.000000e+00
1.020750e+03,0.000000e+00
1.022250e+03,0.000000e+00
1.023750e+03,0.000000e+00
1.025250e+03,0.000000e+00
1.026750e+03,0.000000e+00
1.028250e+03,0.000000e+00
1.029750e+03,0.000000e+00
1.031250e+03,0.000000e+00
1.032750e+03,0.000000e+00
1.034250e+03,0.000000e+00
1.035750e+03,0.000000e+00
1.037250e+03,0.000000e+00
1.038750e+03,0.000000e+00
1.040250e+03,0.000000e+00
1.041750e+03,0.000000e+00
1.043250e+03,0.000000e+00
1.044750e+03,0.000000e+00
1.046250e+03,0.000000e+00
1.047750e+03,0.000000e+00
1.049250e+03,0.000000e+00
1.050750e+03,0.000000e+00
1.052250e+03,0.000000e+00
1.053750e+03,0.000000e+00
1.055250e+03,0.000000e+00
1.056750e+03,0.000000e+00
1.058250e+03,0.000000e+00
1.059750e+03,0.000000e+00
1.061250e+03,0.000000e+00
1.062750e+03,0.000000e+00
1.064250e+03,0.000000e+00
1.065750e+03,0.000000e+00
1.067250e+03,0.000000e+00
1.068750e+03,0.000000e+00
1.070250e+03,0.000000e+00
1.071750e+03,0.000000e+00
1.073250e+03,0.000000e+00
1.074750e+03,0.000000e+00
1.076250e+03,0.000000e+00
1.077750e+03,0.000000e+00
1.079250e+03,0.000000e+00
1.080750e+03,0.000000e+00
1.082250e+03,0.000000e+00
1.083750e+03,0.000000e+00
1.085250e+03,0.000000e+00
1.086750e+03,0.000000e+00
1.088250e+03,0.000000e+00
1.089750e+03,0.000000e+00
1.091250e+03,0.000000e+00
1.092750e+03,0.000000e+00
1.094250e+03,0.000000e+00
1.095750e+03,0.000000e+00
1.097250e+03,0.000000e+00
1.098750e+03,0.000000e+00
1.100250e+03,0.000000e+00
1.101750e+03,0.000000e+00
1.103250e+03,0.000000e+00
1.104750e+03,0.000000e+00
1.106250e+03,0.000000e+00
1.107750e+03,0.000000e+00
1.109250e+03,0.000000e+00
1.110750e+03,0.000000e+00
1.112250e+03,0.000000e+00
1.113750e+03,0.000000e+00
1.115250e+03,0.000000e+00
1.116750e+03,0.000000e+00
1.118250e+03,0.000000e+00
1.119750e+03,0.000000e+00
1.121250e+03,0.000000e+00
1.122750e+03,0.000000e+00
1.124250e+03,0.000000e+00
1.125750e+03,0.000000e+00
1.127250e+03,0.000000e+00
1.128750e+03,0.000000e+00
1.130250e+03,0.000000e+00
1.131750e+03,0.000000e+00
1.133250e+03,0.000000e+00
1.134750e+03,0.000000e+00
1.136250e+03,0.000000e+00
1.137750e+03,0.000000e+00
1.139250e+03,0.000000e+00
1.140750e+03,0.000000e+00
1.142250e+03,0.000000e+00
1.143750e+03,0.000000e+00
1.145250e+03,0.000000e+00
1.146750e+03,0.000000e+00
1.148250e+03,0.000000e+00
1.149750e+03,0.000000e+00
1.151250e+03,0.000000e+00
1.152750e+03,0.000000e+00
1.154250e+03,0.000000e+00
1.155750e+03,0.000000e+00
1.157250e+03,0.000000e+00
1.158750e+03,0.000000e+00
1.160250e+03,0.000000e+00
1.161750e+03,0.000000e+00
1.163250e+03,0.000000e+00
1.164750e+03,0.000000e+00
1.166250e+03,0.000000e+00
1.167750e+03,0.000000e+00
1.169250e+03,0.000000e+00
1.170750e+03,0.000000e+00
1.172250e+03,0.000000e+00
1.173750e+03,9.985000e-01
1.175250e+03,0.000000e+00
1.176750e+03,0.000000e+00
1.178250e+03,0.000000e+00
1.179750e+03,0.000000e+00
1.181250e+03,0.000000e+00
1.182750e+03,0.000000e+00
1.184250e+03,0.000000e+00
1.185750e+03,0.000000e+00
1.187250e+03,0.000000e+00
1.188750e+03,0.000000e+00
1.190250e+03,0.000000e+00
1.191750e+03,0.000000e+00
1.193250e+03,0.000000e+00
1.194750e+03,0.000000e+00
1.196250e+03,0.000000e+00
1.197750e+03,0.000000e+00
1.199250e+03,0.000000e+00
1.200750e+03,0.000000e+00
1.202250e+03,0.000000e+00
1.203750e+03,0.000000e+00
1.205250e+03,0.000000e+00
1.206750e+03,0.000000e+00
1.208250e+03,0.000000e+00
1.209750e+03,0.000000e+00
1.211250e+03,0.000000e+00
1.212750e+03,0.000000e+00
1.214250e+03,0.000000e+00
1.215750e+03,0.000000e+00
1.217250e+03,0.000000e+00
1.218750e+03,0.000000e+00
1.220250e+03,0.000000e+00
1.221750e+03,0.000000e+00
1.223250e+03,0.000000e+00
1.224750e+03,0.000000e+00
1.226250e+03,0.000000e+00
1.227750e+03,0.000000e+00
1.229250e+03,0.000000e+00
1.230750e+03,0.000000e+00
1.232250e+03,0.000000e+00
1.233750e+03,0.000000e+00
1.235250e+03,0.000000e+00
1.236750e+03,0.000000e+00
1.238250e+03,0.000000e+00
1.239750e+03,0.000000e+00
1.241250e+03,0.000000e+00
1.242750e+03,0.000000e+00
1.244250e+03,0.000000e+00
1.245750e+03,0.000000e+00
1.247250e+03,0.000000e+00
1.248750e+03,0.000000e+00
1.250250e+03,0.000000e+00
1.251750e+03,0.000000e+00
1.253250e+03,0.000000e+00
1.254750e+03,0.000000e+00
1.256250e+03,0.000000e+00
1.257750e+03,0.000000e+00
1.259250e+03,0.000000e+00
1.260750e+03,0.000000e+00
1.262250e+03,0.000000e+00
1.263750e+03,0.000000e+00
1.265250e+03,0.000000e+00
1.266750e+03,0.000000e+00
1.268250e+03,0.000000e+00
1.269750e+03,0.000000e+00
1.271250e+03,0.000000e+00
1.272750e+03,0.000000e+00
1.274250e+03,0.000000e+00
1.275750e+03,0.000000e+00
1.277250e+03,0.000000e+00
1.278750e+03,0.000000e+00
1.280250e+03,0.000000e+00
1.281750e+03,0.000000e+00
1.283250e+03,0.000000e+00
1.284750e+03,0.000000e+00
1.286250e+03,0.000000e+00
1.287750e+03,0.000000e+00
1.289250e+03,0.000000e+00
1.290750e+03,0.000000e+00
1.292250e+03,0.000000e+00
1.293750e+03,0.000000e+00
1.295250e+03,0.000000e+00
1.296750e+03,0.000000e+00
1.298250e+03,0.000000e+00
1.299750e+03,0.000000e+00
1.301250e+03,0.000000e+00
1.302750e+03,0.000000e+00
1.304250e+03,0.000000e+00
1.305750e+03,0.000000e+00
1.307250e+03,0.000000e+00
